KEYWORDS, BEST,GOOD,BAD,EACH WORD ,BETA %%
closures,0,0,1,000.0,0.24
exhibit,0,0,1,000.0,0.24
shire,0,1,0,100.0,1.23
michael,0,0,1,000.0,1.79
watford,0,0,1,000.0,1.79
brad,0,0,1,000.0,1.79
johnson,0,0,1,000.0,1.79
missions,0,1,0,100.0,2.87
cnxm,0,0,1,000.0,1.64
vitalhub,0,0,1,000.0,4.37
hyperledger,0,0,1,000.0,4.37
marten,0,0,1,000.0,2.48
coresite,0,0,1,000.0,2.48
commvault,0,0,1,000.0,2.48
hess,0,0,1,000.0,1.17
kirby,0,0,1,000.0,1.17
super,1,0,3,025.0,1.33
inmar,0,0,1,000.0,0.81
bias,0,0,1,000.0,0.81
suite,1,1,2,050.0,-1.0
analytic,0,0,1,000.0,0.81
utilizing,0,0,2,000.0,-0.24
party,0,0,1,000.0,0.81
shopper,0,0,1,000.0,0.81
topline,0,1,1,050.0,-0.32
sequestox,0,1,0,100.0,0.08
infrared,0,0,1,000.0,1.24
resolving,0,0,1,000.0,1.24
detecting,0,0,1,000.0,1.24
scanning,0,0,1,000.0,1.24
various,0,0,2,000.0,2.22
sectors,0,0,2,000.0,2.22
2023,0,0,1,000.0,1.24
credo,0,0,1,000.0,1.68
112g,0,0,1,000.0,1.68
pam4,0,0,1,000.0,1.68
electrical,0,0,1,000.0,1.68
serdes,0,0,1,000.0,1.68
techology,0,0,1,000.0,1.68
designcon,0,0,1,000.0,1.68
jennifer,0,1,0,100.0,1.67
zucker,0,1,0,100.0,1.67
nfusz,0,1,0,100.0,-1.62
notificrm,0,1,0,100.0,-1.62
entourage,0,1,0,100.0,-1.62
marketers,0,1,0,100.0,-1.62
fusz,0,1,0,100.0,-1.62
cystinosis,0,2,0,100.0,0.72
educate,0,1,0,100.0,0.72
inspire,0,1,0,100.0,0.72
movado,0,0,1,000.0,0.46
redwood,0,0,1,000.0,0.46
wellness,0,0,1,000.0,0.27
scottsmiracle,0,0,1,000.0,0.26
hawthorne,0,0,1,000.0,0.26
petmed,0,0,1,000.0,0.54
express,0,0,1,000.0,0.54
omnicell,0,0,1,000.0,0.54
sito,0,0,1,000.0,0.54
forum,0,0,3,000.0,-1.63
fidus,0,0,1,000.0,0.66
fdus,0,0,1,000.0,0.66
huntington,0,0,3,000.0,0.83
ingalls,0,0,3,000.0,0.83
boise,0,0,1,000.0,1.3
cascade,0,0,1,000.0,1.3
fonar,0,0,1,000.0,1.3
curtiss,0,0,1,000.0,1.3
lions,0,0,1,000.0,1.3
bankshares,0,0,1,000.0,1.3
tyme,0,0,4,000.0,0.29
roach,0,0,1,000.0,0.29
ucsf,0,0,1,000.0,0.29
casella,1,0,0,100.0,0.96
waste,1,0,1,050.0,0.34
savara,1,0,0,100.0,0.96
maximus,1,0,0,100.0,0.96
faro,1,0,0,100.0,0.96
varex,0,1,0,100.0,-1.0
pharmctl,0,1,0,100.0,-1.0
tocagen,0,1,0,100.0,-1.0
payout,1,0,0,100.0,1.05
securcapital,1,0,0,100.0,1.05
alpha,0,1,0,100.0,1.31
omega,0,1,0,100.0,1.31
semiconductor,0,1,0,100.0,1.31
xspairfet,0,1,0,100.0,1.31
aosl,0,1,0,100.0,1.31
sheryl,0,1,0,100.0,1.92
wilkerson,0,1,0,100.0,1.92
avaya,2,3,1,83.33333333333333,-1.0
everywhere,0,1,0,100.0,-1.0
desktop,0,2,0,100.0,-1.0
enhancements,0,1,0,100.0,-1.0
modernization,0,1,0,100.0,-1.0
consistent,0,1,0,100.0,-1.0
experiences,0,2,0,100.0,0.8
silverline,0,0,1,000.0,0.34
ellie,0,0,1,000.0,0.34
trupanion,0,0,1,000.0,0.45
trup,0,0,1,000.0,0.45
evolves,0,0,1,000.0,0.9
shocard,0,0,1,000.0,1.35
jobeum,0,0,1,000.0,1.35
enhance,0,0,1,000.0,1.35
reputation,0,0,1,000.0,1.35
curriculum,0,0,1,000.0,-1.0
urology,0,0,1,000.0,1.48
refresco,1,0,0,100.0,1.71
cott,1,0,0,100.0,1.71
bottling,1,0,0,100.0,1.71
activities,1,0,1,050.0,1.76
rfrg,1,0,0,100.0,1.71
rapid,0,0,1,000.0,-1.0
francisco,0,0,1,000.0,-1.0
finisar,0,0,1,000.0,1.92
vcsel,0,0,1,000.0,1.92
photonics,0,0,1,000.0,1.92
fnsr,0,0,1,000.0,1.92
reinvent,1,0,0,100.0,1.02
fy2018,0,1,0,100.0,0.79
targa,0,0,2,000.0,2.13
trgp,0,0,2,000.0,2.13
reliance,0,0,2,000.0,1.04
aluminum,0,0,2,000.0,1.04
place,0,1,0,100.0,1.45
clsh,0,0,1,000.0,-1.79
royalties,0,0,1,000.0,0.14
glen,0,0,1,000.0,-1.0
throughput,0,0,1,000.0,-1.0
wynn,0,0,3,000.0,0.6
pool,0,0,4,000.0,0.94
fortis,1,0,1,050.0,-1.0
antares,0,0,1,000.0,-0.24
quickshot,0,0,1,000.0,-0.24
auto,0,0,1,000.0,-0.24
injector,0,0,1,000.0,-0.24
atrs,0,0,1,000.0,-0.24
cytori,0,1,1,050.0,1.57
scleroderma,0,1,1,050.0,1.57
cytx,0,1,1,050.0,1.57
transcanada,1,0,3,025.0,0.57
asterias,0,0,2,000.0,1.47
mitsubishi,0,0,1,000.0,1.11
chemical,0,0,1,000.0,1.11
zebrextm,0,0,1,000.0,1.11
dehydration,0,0,1,000.0,1.11
ethanol,0,0,1,000.0,1.11
mass,1,0,1,050.0,1.91
metal,1,0,1,050.0,1.91
produced,1,0,1,050.0,1.91
gen2,1,0,1,050.0,1.91
purevap,1,0,1,050.0,1.91
baseline,1,0,1,050.0,1.91
gen1,1,0,1,050.0,1.91
yandex,0,0,2,000.0,2.84
yndx,0,0,2,000.0,2.84
carbo,1,0,1,050.0,1.16
ceramics,1,0,1,050.0,1.16
depot,1,0,1,050.0,1.16
immunogen,1,0,1,050.0,1.16
cedar,1,0,1,050.0,1.16
warning,0,0,1,000.0,1.48
athenex,0,1,0,100.0,-1.0
meets,0,1,0,100.0,-1.0
oraxol,0,1,0,100.0,-1.0
atnx,0,1,0,100.0,-1.0
sifi,0,0,1,000.0,0.95
netildex,0,0,1,000.0,0.95
thingz,0,0,1,000.0,2.11
cypress,0,0,1,000.0,2.11
psoc,0,0,1,000.0,2.11
mcus,0,0,1,000.0,2.11
unique,0,1,0,100.0,0.73
resistance,0,1,0,100.0,0.73
financier,1,0,0,100.0,-0.47
soft,0,0,1,000.0,1.31
divestment,0,1,0,100.0,0.6
mmsi,0,1,0,100.0,0.6
terra,0,1,0,100.0,0.94
endocyte,0,0,1,000.0,-0.72
csra,0,0,1,000.0,-0.72
orchid,0,0,1,000.0,-0.72
forecasts,0,0,1,000.0,0.34
spoken,1,0,0,100.0,-1.0
latest,1,0,1,050.0,1.04
hybrid,1,0,0,100.0,-1.0
ellen,0,0,1,000.0,-0.39
irina,0,0,1,000.0,-0.39
shayk,0,0,1,000.0,-0.39
sqbg,0,0,1,000.0,-0.39
evoke,1,0,0,100.0,3.16
differences,1,0,0,100.0,3.16
gimoti,1,0,0,100.0,3.16
evok,1,0,0,100.0,3.16
structural,0,0,1,000.0,0.84
concrete,0,0,1,000.0,0.84
lucky,0,1,0,100.0,0.75
hits,0,1,0,100.0,0.75
jackpot,0,1,0,100.0,0.75
everi,0,1,1,050.0,0.93
evri,0,1,1,050.0,0.93
syntel,0,0,1,000.0,0.64
synt,0,0,1,000.0,0.64
vygr,0,0,1,000.0,2.42
glance,0,1,1,050.0,-1.0
maintain,0,0,2,000.0,1.76
overground,0,0,1,000.0,1.76
electrostar,0,0,1,000.0,1.76
endorsement,0,0,1,000.0,1.76
generates,0,0,1,000.0,0.34
generated,0,0,1,000.0,0.34
highest,0,0,1,000.0,0.34
routemaster,0,0,1,000.0,1.51
xunlei,0,0,1,000.0,1.92
xnet,0,0,1,000.0,1.92
barrick,0,1,0,100.0,-0.07
nomination,0,1,0,100.0,-0.07
patricia,0,1,0,100.0,-0.07
hatter,0,1,0,100.0,-0.07
condolence,0,0,1,000.0,1.53
togo,0,0,1,000.0,1.53
mannkind,0,0,1,000.0,3.12
oppenheimer,0,0,2,000.0,5.06
mnkd,0,0,1,000.0,3.12
pancreatic,0,0,1,000.0,0.29
nickel,0,1,0,100.0,1.07
dakota,0,1,0,100.0,0.8
leverages,0,1,0,100.0,0.8
calix,0,1,0,100.0,0.8
streams,0,1,0,100.0,0.8
exceptional,0,1,0,100.0,0.8
calx,0,1,0,100.0,0.8
metallurgical,0,0,2,000.0,1.73
expandable,0,0,1,000.0,1.04
curo,0,1,0,100.0,-1.0
golar,0,1,0,100.0,-1.0
kinross,0,1,0,100.0,-1.0
enerplus,0,1,0,100.0,-1.0
mantech,0,1,0,100.0,-1.0
trade,1,0,0,100.0,1.73
commission,1,0,1,050.0,4.42
hart,1,0,0,100.0,1.73
scott,1,0,0,100.0,1.73
rodino,1,0,0,100.0,1.73
waiting,1,0,0,100.0,1.73
fairmount,1,0,0,100.0,1.73
santrol,1,0,0,100.0,1.73
unimin,1,0,0,100.0,1.73
fmsa,1,0,0,100.0,1.73
tisi,0,0,1,000.0,2.1
charging,0,0,1,000.0,1.2
airfuel,0,0,1,000.0,1.2
developers,0,0,1,000.0,1.2
vivus,0,0,1,000.0,-0.05
furlotti,0,0,1,000.0,-0.33
state,0,0,2,000.0,1.76
distributed,0,0,1,000.0,-0.33
zynerba,0,0,1,000.0,5.06
zyne,0,0,1,000.0,5.06
sleepwear,0,0,1,000.0,0.01
loungewear,0,0,1,000.0,0.01
discoverorg,0,0,1,000.0,1.79
carlyle,0,0,1,000.0,1.79
boughton,0,0,1,000.0,0.72
mesirow,0,0,1,000.0,0.72
greater,0,0,3,000.0,2.05
vancouver,0,0,1,000.0,0.72
watch,0,1,2,33.333333333333336,0.84
qualcomm,0,0,1,000.0,0.6
adobe,1,0,1,050.0,0.84
uber,0,0,1,000.0,0.6
snapchat,0,0,1,000.0,0.6
calyx,1,0,0,100.0,-0.34
wall,0,0,1,000.0,-1.63
26th,0,0,1,000.0,-1.63
plato,1,0,0,100.0,0.82
ends,1,0,0,100.0,1.02
iridium,1,0,0,100.0,1.87
irdm,1,0,0,100.0,1.87
overstock,1,1,2,050.0,1.01
responds,0,1,0,100.0,1.88
ferc,0,1,0,100.0,1.88
mmlp,0,1,0,100.0,1.88
waseco,0,0,1,000.0,0.63
skyworth,0,0,1,000.0,1.84
forces,0,0,1,000.0,1.84
auctions,0,1,0,100.0,1.66
pools,0,2,0,100.0,1.66
npls,0,1,0,100.0,1.66
cryoballoon,0,0,2,000.0,0.92
persistent,0,0,2,000.0,0.92
atrial,0,0,2,000.0,0.92
fibrillation,0,0,2,000.0,0.92
formulations,0,0,1,000.0,1.15
gabelli,0,0,1,000.0,0.34
pathway,0,1,0,100.0,1.4
experimental,0,1,0,100.0,1.4
opus,0,1,0,100.0,1.06
reinforces,0,1,0,100.0,1.06
packed,0,1,0,100.0,1.06
chromatography,0,1,0,100.0,1.06
kempharm,0,0,1,000.0,-0.32
kp415,0,0,1,000.0,-0.32
adolescents,0,0,1,000.0,-0.32
adhd,0,0,1,000.0,-0.32
kmph,0,0,1,000.0,-0.32
gervanora,1,0,0,100.0,-1.0
nautilus,1,0,0,100.0,0.26
affimed,0,0,1,000.0,0.9
afmd,0,0,1,000.0,0.9
mosys,0,0,1,000.0,-1.0
conmed,0,0,1,000.0,-1.0
apollobio,0,0,1,000.0,1.68
dermira,0,0,1,000.0,0.87
17th,0,1,4,020.0,1.82
derm,0,0,1,000.0,0.87
phillips,0,0,1,000.0,1.24
rice,0,0,1,000.0,1.24
stellus,0,0,1,000.0,1.24
paper,0,1,0,100.0,1.66
mindbody,0,1,0,100.0,1.66
agilysys,0,1,0,100.0,1.66
representatives,1,0,0,100.0,0.95
stivers,1,0,0,100.0,0.95
foster,1,0,0,100.0,0.95
spur,1,0,0,100.0,0.95
stronger,1,0,0,100.0,0.95
varonis,0,0,1,000.0,0.67
cities,0,0,1,000.0,0.67
vrns,0,0,1,000.0,0.67
interpace,0,1,0,100.0,3.01
labcorp,0,1,0,100.0,3.01
idxg,0,1,0,100.0,3.01
redhill,0,0,1,000.0,0.99
wainwright,0,0,1,000.0,0.99
aviv,0,0,1,000.0,0.99
rdhl,0,0,1,000.0,0.99
understanding,0,0,1,000.0,-1.0
george,0,0,1,000.0,1.14
cardoza,0,0,1,000.0,1.14
division,0,0,1,000.0,1.14
sharon,0,0,1,000.0,1.14
virag,0,0,1,000.0,1.14
clearside,0,0,1,000.0,-1.0
clsd,0,0,1,000.0,-1.0
driven,0,0,1,000.0,0.42
workspace,0,0,1,000.0,0.42
empower,0,0,1,000.0,0.42
employee,0,0,1,000.0,0.42
precision,1,0,1,050.0,1.76
tumorgenesis,1,0,0,100.0,0.75
cellbridge,1,0,0,100.0,0.75
c1000,0,1,0,100.0,-0.33
flare,0,1,0,100.0,-0.33
akari,0,0,1,000.0,-8.1
aktx,0,0,1,000.0,-8.1
nacco,1,0,0,100.0,0.13
viad,1,0,0,100.0,0.13
wageworks,1,0,1,050.0,1.22
intercept,1,0,0,100.0,0.13
ultrasound,0,1,0,100.0,1.44
halobetasol,1,0,0,100.0,1.08
propionate,1,0,0,100.0,1.08
solarwinds,0,0,2,000.0,2.05
login,0,0,1,000.0,2.05
consistency,0,0,1,000.0,2.05
proxy,0,0,1,000.0,1.6
cronos,0,0,1,000.0,4.49
cron,0,0,1,000.0,4.49
celebrates,0,0,1,000.0,1.76
ramp,0,0,1,000.0,1.76
7000,0,0,3,000.0,1.76
montreal,0,0,2,000.0,1.76
filled,0,0,1,000.0,1.76
comprises,0,0,1,000.0,1.76
customized,0,0,1,000.0,1.76
recently,0,0,1,000.0,1.76
inaugurated,0,0,1,000.0,1.76
houses,0,0,1,000.0,1.76
atelier,0,0,1,000.0,1.76
cabin,0,0,1,000.0,1.76
5000,0,0,1,000.0,1.76
6000,0,0,1,000.0,1.76
comments,0,0,1,000.0,4.42
tokin,0,0,1,000.0,4.42
plug,0,2,0,100.0,1.62
altran,0,0,1,000.0,0.98
preferential,0,0,1,000.0,0.98
aricent,0,0,1,000.0,0.98
ternium,0,0,1,000.0,1.52
tamsulosin,0,0,1,000.0,1.05
veru,0,0,1,000.0,1.05
arizona,0,0,1,000.0,0.96
mens,0,1,0,100.0,4.24
studio,0,0,1,000.0,0.93
bzillions,0,0,1,000.0,0.93
sysco,0,0,1,000.0,0.49
pending,0,0,1,000.0,0.49
debentures,0,0,1,000.0,0.49
eckert,0,0,1,000.0,1.9
ziegler,0,0,1,000.0,1.9
bebig,0,0,1,000.0,1.9
profitability,0,0,1,000.0,1.9
confirmed,0,0,1,000.0,1.9
shipt,0,0,1,000.0,0.42
philadelphia,0,0,1,000.0,0.42
longfin,0,1,0,100.0,-1.0
3000,0,1,0,100.0,-1.0
lfin,0,1,0,100.0,-1.0
euro,0,0,1,000.0,-1.0
stillfront,0,0,1,000.0,0.92
exhibits,0,0,1,000.0,-551.2
organic,0,0,1,000.0,-551.2
expo,0,0,1,000.0,-551.2
orlando,0,0,1,000.0,-551.2
potn,0,0,1,000.0,-551.2
unwire,0,1,0,100.0,0.34
wage,0,0,1,000.0,1.22
denver,0,0,1,000.0,1.24
broncos,0,0,1,000.0,1.24
ceridian,0,0,1,000.0,1.24
cday,0,0,1,000.0,1.24
ulta,0,0,2,000.0,0.81
stericycle,0,0,1,000.0,0.3
srcl,0,0,1,000.0,0.3
avadel,1,0,0,100.0,2.39
gregory,1,0,0,100.0,2.39
divis,1,0,0,100.0,2.39
avdl,1,0,0,100.0,2.39
master,0,1,0,100.0,-1.0
agents,0,1,0,100.0,-1.0
hosted,0,1,0,100.0,-1.0
speeds,0,1,0,100.0,-1.0
simplifies,0,1,0,100.0,-1.0
unified,0,1,1,050.0,-0.28
trico,0,0,3,000.0,0.34
supplies,0,0,3,000.0,0.34
kinesis,0,0,1,000.0,-0.28
currencies,0,0,1,000.0,-0.28
unsi,0,0,1,000.0,-0.28
geron,1,0,0,100.0,3.12
gern,1,0,0,100.0,3.12
superconductor,0,0,1,000.0,1.41
scon,0,0,1,000.0,1.41
zeal,0,0,1,000.0,0.95
mitel,0,0,1,000.0,2.29
detewe,0,0,1,000.0,2.29
integrator,0,0,1,000.0,2.29
ostertag,0,0,1,000.0,2.29
mitl,0,0,1,000.0,2.29
magellan,0,0,1,000.0,3.68
marcus,0,0,1,000.0,3.68
nordson,0,0,1,000.0,3.68
pharmacann,0,0,1,000.0,24.12
fennec,0,1,0,100.0,-0.82
pedmark,0,1,0,100.0,-0.82
digest,0,0,1,000.0,0.54
ring,1,0,2,33.333333333333336,0.54
ndaq,1,0,2,33.333333333333336,0.54
prevails,0,0,3,000.0,3.18
eligibility,0,0,3,000.0,3.18
ruling,0,0,3,000.0,3.18
nanopore,0,0,3,000.0,3.18
pacb,0,0,3,000.0,3.18
29th,0,0,2,000.0,-0.24
financials,1,0,0,100.0,1.27
westport,0,0,2,000.0,1.61
wprt,0,0,2,000.0,1.61
southcrest,1,1,0,100.0,-1.0
fayetteville,1,1,0,100.0,-1.0
branch,1,1,0,100.0,-1.0
residents,1,1,0,100.0,-1.0
scsg,1,1,0,100.0,-1.0
galafold,1,1,1,66.66666666666667,1.26
centennial,0,2,1,66.66666666666667,1.49
scotia,0,3,1,075.0,1.49
howard,0,3,1,075.0,1.49
weil,0,3,1,075.0,1.49
cdev,0,2,1,66.66666666666667,1.49
emergent,1,0,0,100.0,1.39
biosolutions,1,0,0,100.0,1.39
implement,1,0,0,100.0,1.39
hydrogenics,0,0,2,000.0,0.79
hygs,0,0,2,000.0,0.79
htgm,0,0,2,000.0,1.44
requirement,1,0,1,050.0,0.57
ngtl,1,0,1,050.0,0.57
shippers,1,0,1,050.0,0.57
middlesex,1,0,0,100.0,-1.0
manager,1,0,0,100.0,-1.0
carr,1,0,0,100.0,-1.0
chair,1,0,0,100.0,-1.0
works,1,0,0,100.0,-1.0
msex,1,0,0,100.0,-1.0
garten,0,0,2,000.0,1.9
lpla,0,2,1,66.66666666666667,2.13
ballard,1,1,1,66.66666666666667,1.16
bldp,1,1,1,66.66666666666667,1.16
takeda,0,1,2,33.333333333333336,1.87
alofisel,0,1,2,33.333333333333336,1.87
darvadstrocel,0,1,2,33.333333333333336,1.87
perianal,0,1,2,33.333333333333336,1.87
fistulas,0,1,2,33.333333333333336,1.87
crohn,0,1,2,33.333333333333336,1.87
altura,1,0,0,100.0,1.57
maximum,0,0,2,000.0,1.91
richardson,0,0,1,000.0,1.1
meritage,1,0,0,100.0,0.83
huron,1,0,0,100.0,0.83
callidus,1,0,0,100.0,0.83
piper,1,0,0,100.0,0.83
jaffray,1,0,0,100.0,0.83
truck,1,0,2,33.333333333333336,0.97
ostk,0,1,2,33.333333333333336,1.01
telematics,0,0,1,000.0,0.97
pacing,0,0,1,000.0,0.97
digitization,0,0,1,000.0,0.97
propel,0,0,1,000.0,0.97
installed,0,0,1,000.0,0.97
securing,1,0,2,33.333333333333336,1.33
megawatts,1,0,2,33.333333333333336,1.33
rigs,1,0,2,33.333333333333336,1.33
serrote,0,0,1,000.0,1.22
opk88003,0,1,2,33.333333333333336,2.28
type,0,1,2,33.333333333333336,2.28
mars,0,0,1,000.0,1.32
08h45,0,0,1,000.0,1.32
conclut,0,0,1,000.0,1.32
capitaux,0,0,1,000.0,1.32
propres,0,0,1,000.0,1.32
valeur,0,0,1,000.0,1.32
millions,0,0,2,000.0,1.32
environ,0,0,1,000.0,1.32
dropbox,0,1,1,050.0,0.84
nike,0,1,1,050.0,0.84
disgruntled,0,0,2,000.0,1.28
travis,0,0,2,000.0,1.28
ignorance,0,0,2,000.0,1.28
centerra,0,0,3,000.0,1.79
restart,0,0,3,000.0,1.79
ball,0,0,3,000.0,1.79
mill,0,0,3,000.0,1.79
mount,0,0,3,000.0,1.79
milligan,0,0,3,000.0,1.79
tampa,0,0,4,000.0,1.73
raising,2,0,1,66.66666666666667,0.97
vibes,0,1,1,050.0,0.85
produce,0,1,1,050.0,0.85
lumity,0,1,1,050.0,0.85
challenge,0,1,1,050.0,0.85
gaslog,0,0,1,000.0,1.37
glop,0,0,1,000.0,1.37
supporting,0,0,1,000.0,1.66
affordable,0,0,1,000.0,1.66
housing,0,0,1,000.0,1.66
families,0,0,1,000.0,1.66
soluble,0,1,0,100.0,1.44
fiber,0,1,0,100.0,1.44
poised,0,1,0,100.0,1.44
innovators,0,0,1,000.0,2.22
calithera,0,0,1,000.0,3.47
maci,0,0,1,000.0,4.63
july,0,0,1,000.0,0.18
griffon,0,1,0,100.0,-1.0
lindsay,0,1,0,100.0,-1.0
agile,0,1,0,100.0,-1.0
inpixon,0,0,1,000.0,4.14
inpx,0,0,1,000.0,4.14
rocky,1,0,0,100.0,-2.39
mountain,1,0,0,100.0,-2.39
rmhb,1,0,0,100.0,-2.39
biocryst,0,0,1,000.0,1.82
adviser,1,0,1,050.0,2.5
forescout,0,1,1,050.0,-1.0
fsct,0,1,1,050.0,-1.0
simultaneous,0,2,0,100.0,0.84
externalization,0,2,0,100.0,0.84
